Date,Price
9/1/1990,100.4577362
10/1/1990,100.7628687
11/1/1990,100.9453853
12/1/1990,101.1339766
15/01/1990,101.6215304
16/01/1990,101.1287124
17/01/1990,100.6379304
18/01/1990,101.1124138
19/01/1990,101.3342192
22/01/1990,101.2557526
23/01/1990,101.4379791
24/01/1990,101.6491346
25/01/1990,101.1454954
26/01/1990,101.2446378
29/01/1990,101.0405322
30/01/1990,110.9257881
31/01/1990,100.6396907
1/2/1990,100.8685891
2/2/1990,100.7579675
5/2/1990,100.8531271
6/2/1990,100.5631516
7/2/1990,100.4744145
8/2/1990,100.2878486
9/2/1990,100.3306047
12/2/1990,99.90273603
13/02/1990,100.111244
14/02/1990,99.86363226
15/02/1990,99.83900433
16/02/1990,99.38600244
19/02/1990,99.37593768
20/02/1990,99.35514459
21/02/1990,99.40815295
22/02/1990,99.30921622
23/02/1990,99.78140469
26/02/1990,99.43695507
27/02/1990,99.00831052
28/02/1990,98.71065602
1/3/1990,98.44191042
2/3/1990,98.49272267
5/3/1990,98.56765229
6/3/1990,98.43877201
7/3/1990,98.42837819
8/3/1990,98.79203533
9/3/1990,98.75705642
12/3/1990,98.82914177
13/03/1990,98.94860955
14/03/1990,99.20485007
15/03/1990,99.60483754
16/03/1990,99.94258489
19/03/1990,100.2229908
20/03/1990,100.2009311
21/03/1990,100.5036869
22/03/1990,100.52921
23/03/1990,100.6641268
26/03/1990,100.8877139
27/03/1990,100.4307846
28/03/1990,100.0277141
29/03/1990,100.2245935
30/03/1990,100.2569622
2/4/1990,100.1335796
3/4/1990,100.08561
4/4/1990,99.76591296
5/4/1990,99.94852436
6/4/1990,99.86618169
9/4/1990,100.3146542
10/4/1990,99.8224265
11/4/1990,99.63402751
12/4/1990,99.17429235
13/04/1990,99.02891789
16/04/1990,99.27929627
17/04/1990,99.45600668
18/04/1990,99.87636393
19/04/1990,100.2941525
20/04/1990,100.0088171
23/04/1990,100.2151909
24/04/1990,100.1620551
25/04/1990,100.4468637
26/04/1990,100.2996817
27/04/1990,100.6121039
30/04/1990,100.8368146
1/5/1990,100.9462995
2/5/1990,100.9801209
3/5/1990,100.503911
4/5/1990,100.1704633
7/5/1990,100.5872624
8/5/1990,100.3197819
9/5/1990,100.5832545
10/5/1990,100.8594282
11/5/1990,101.0069936
14/05/1990,101.2192731
15/05/1990,101.6515889
16/05/1990,101.8500238
17/05/1990,102.2169218
18/05/1990,101.9672595
21/05/1990,102.3485619
22/05/1990,102.6851742
23/05/1990,103.128044
24/05/1990,103.4976962
25/05/1990,103.3483717
28/05/1990,103.1048
29/05/1990,102.8231404
30/05/1990,102.9570771
31/05/1990,102.8806513
1/6/1990,103.1056886
4/6/1990,103.1132994
5/6/1990,103.5054949
6/6/1990,103.2174798
7/6/1990,103.56024
8/6/1990,103.7009943
11/6/1990,104.2012525
12/6/1990,104.5715067
13/06/1990,104.501157
14/06/1990,104.2164756
15/06/1990,104.0496759
18/06/1990,104.0306319
19/06/1990,104.0681329
20/06/1990,104.3202461
21/06/1990,104.5414348
22/06/1990,104.1628962
25/06/1990,104.3764266
26/06/1990,103.9575164
27/06/1990,104.4462421
28/06/1990,104.4762487
29/06/1990,104.2039412
2/7/1990,104.2263602
3/7/1990,104.6795538
4/7/1990,105.0633039
5/7/1990,104.6331998
6/7/1990,104.7748834
9/7/1990,104.5087492
10/7/1990,104.7706156
11/7/1990,104.7512324
12/7/1990,124.855201
13/07/1990,104.9008922
16/07/1990,105.300289
17/07/1990,105.285162
18/07/1990,105.8065061
19/07/1990,105.9917858
20/07/1990,106.0703022
23/07/1990,105.9714353
24/07/1990,105.7679564
25/07/1990,105.4037097
26/07/1990,105.4752023
27/07/1990,105.6804051
30/07/1990,105.8023674
31/07/1990,105.9897342
1/8/1990,105.5465066
2/8/1990,105.8330915
3/8/1990,106.1223352
6/8/1990,106.2650928
7/8/1990,106.1331698
8/8/1990,106.5510522
9/8/1990,106.5334892
10/8/1990,106.9748525
13/08/1990,107.5015224
14/08/1990,107.686838
15/08/1990,107.4348156
16/08/1990,107.3500953
17/08/1990,107.562371
20/08/1990,107.2399909
21/08/1990,107.3923162
22/08/1990,107.0700543
23/08/1990,107.0764385
24/08/1990,107.1562154
27/08/1990,107.1732985
28/08/1990,106.6828981
29/08/1990,106.9127077
30/08/1990,106.8799819
31/08/1990,107.1531226
3/9/1990,107.3803097
4/9/1990,106.933551
5/9/1990,107.2798305
6/9/1990,107.5011296
7/9/1990,107.7114462
10/9/1990,107.5861444
11/9/1990,107.449406
12/9/1990,107.1171792
13/09/1990,106.7871642
14/09/1990,106.5596575
17/09/1990,107.0505355
18/09/1990,106.8021874
19/09/1990,106.7838345
20/09/1990,106.4488367
21/09/1990,105.921596
24/09/1990,105.517535
25/09/1990,105.9047449
26/09/1990,106.3058608
27/09/1990,106.1312813
28/09/1990,106.0395872
1/10/1990,106.2543017
2/10/1990,106.4415072
3/10/1990,106.6673998
4/10/1990,106.7975846
5/10/1990,106.7088772
8/10/1990,106.5129355
9/10/1990,106.224703
10/10/1990,106.2198736
11/10/1990,106.4667616
12/10/1990,106.4033762
15/10/1990,106.8035452
16/10/1990,107.235384
17/10/1990,107.0579849
18/10/1990,107.0099391
19/10/1990,106.7392327
22/10/1990,107.1660651
23/10/1990,106.6862603
24/10/1990,106.6955374
25/10/1990,106.3614335
26/10/1990,106.263187
29/10/1990,105.7921375
30/10/1990,106.2208333
31/10/1990,106.2269459
1/11/1990,106.5809041
2/11/1990,106.4043839
5/11/1990,105.8958802
6/11/1990,106.3050001
7/11/1990,106.0300619
8/11/1990,105.7962594
9/11/1990,105.4989826
12/11/1990,105.4763455
13/11/1990,105.0380243
14/11/1990,105.2204717
15/11/1990,105.5705838
16/11/1990,105.5471178
19/11/1990,105.0498069
20/11/1990,105.3384176
21/11/1990,105.2264153
22/11/1990,104.7534289
23/11/1990,104.2377829
26/11/1990,104.6110859
27/11/1990,104.9204023
28/11/1990,105.4422787
29/11/1990,105.8549241
30/11/1990,106.1465536
3/12/1990,106.0700465
4/12/1990,105.6259539
5/12/1990,105.4353622
6/12/1990,104.9406517
7/12/1990,105.2063479
10/12/1990,104.9142028
11/12/1990,104.4464966
12/12/1990,104.6157963
13/12/1990,105.0501963
14/12/1990,105.1153113
17/12/1990,105.6007574
18/12/1990,105.6519566
19/12/1990,105.7716246
20/12/1990,105.505958
21/12/1990,105.6775335
24/12/1990,106.12025
25/12/1990,105.798359
26/12/1990,105.6401505
27/12/1990,106.1177036
28/12/1990,105.8421728
31/12/1990,105.328691
1/1/1991,105.7800988
2/1/1991,106.0034591
3/1/1991,106.4662251
4/1/1991,106.8099704
7/1/1991,106.4365603
8/1/1991,106.5939332
9/1/1991,106.7157584
10/1/1991,106.1887524
11/1/1991,106.5118364
14/01/1991,106.7756583
15/01/1991,106.9410097
16/01/1991,106.9303234
17/01/1991,107.1192879
18/01/1991,107.3040388
21/01/1991,107.3306182
22/01/1991,106.9479185
23/01/1991,106.4449041
24/01/1991,106.1314877
25/01/1991,106.2228028
28/01/1991,106.4086748
29/01/1991,106.4825603
30/01/1991,106.6791747
31/01/1991,106.6162125
1/2/1991,106.5208443
4/2/1991,106.5681472
5/2/1991,106.4474807
6/2/1991,106.449718
7/2/1991,106.6274363
8/2/1991,106.6179491
11/2/1991,106.3357837
12/2/1991,106.6740228
13/02/1991,107.0627488
14/02/1991,107.4304959
15/02/1991,107.6062701
18/02/1991,107.6624924
19/02/1991,108.1058435
20/02/1991,108.4895747
21/02/1991,108.6521787
22/02/1991,108.1963725
25/02/1991,108.6849002
26/02/1991,108.5031375
27/02/1991,108.3703232
28/02/1991,108.3068679
1/3/1991,107.9505149
4/3/1991,107.5914403
5/3/1991,107.1428924
6/3/1991,107.5146888
7/3/1991,107.4950501
8/3/1991,107.2899272
11/3/1991,107.1764607
12/3/1991,106.6516307
13/03/1991,106.3462049
14/03/1991,106.5505014
15/03/1991,106.1391044
18/03/1991,105.7815331
19/03/1991,106.0977294
20/03/1991,105.6053089
21/03/1991,105.5746783
22/03/1991,106.0510936
25/03/1991,106.2627639
26/03/1991,106.6705226
27/03/1991,106.2001139
28/03/1991,106.0724056
29/03/1991,106.4300144
1/4/1991,106.6288944
2/4/1991,106.125954
3/4/1991,106.3770231
4/4/1991,106.1173935
5/4/1991,105.6385812
8/4/1991,105.3190384
9/4/1991,105.4980146
10/4/1991,105.6378515
11/4/1991,105.7780573
12/4/1991,106.119339
15/04/1991,106.1236291
16/04/1991,105.874076
17/04/1991,105.7808602
18/04/1991,106.2451022
19/04/1991,106.4318815
22/04/1991,106.3974583
23/04/1991,106.0522749
24/04/1991,105.8479322
25/04/1991,105.7133328
26/04/1991,105.998462
29/04/1991,106.2591091
30/04/1991,106.7396339
1/5/1991,106.2467638
2/5/1991,106.6698198
3/5/1991,107.2018097
6/5/1991,107.6564711
7/5/1991,107.4770149
8/5/1991,107.9286136
9/5/1991,107.8194919
10/5/1991,108.1581658
13/05/1991,107.7918588
14/05/1991,107.513583
15/05/1991,107.6521868
16/05/1991,108.1450474
17/05/1991,108.548493
20/05/1991,108.0613955
21/05/1991,108.2608632
22/05/1991,108.0696921
23/05/1991,108.0716027
24/05/1991,107.8313654
27/05/1991,108.0991704
28/05/1991,108.2193525
29/05/1991,108.2999038
30/05/1991,108.0623739
31/05/1991,107.9206275
3/6/1991,108.2456436
4/6/1991,108.5612446
5/6/1991,108.0330095
6/6/1991,108.4359574
7/6/1991,108.5530524
10/6/1991,108.0264011
11/6/1991,108.4287491
12/6/1991,107.9582616
13/06/1991,107.9312322
14/06/1991,108.0210267
17/06/1991,108.1441324
18/06/1991,107.9493482
19/06/1991,108.2395046
20/06/1991,108.0705621
21/06/1991,108.4770447
24/06/1991,108.1668872
25/06/1991,107.8232222
26/06/1991,108.1542778
27/06/1991,108.5754848
28/06/1991,109.0940395
1/7/1991,109.0216999
2/7/1991,109.2663005
3/7/1991,109.7430549
4/7/1991,110.0515912
5/7/1991,110.0653683
8/7/1991,110.3902091
9/7/1991,110.6317038
10/7/1991,110.3132565
11/7/1991,110.3018347
12/7/1991,110.6602099
15/07/1991,110.821792
16/07/1991,110.6779984
17/07/1991,110.5879181
18/07/1991,110.2826406
19/07/1991,110.0862623
22/07/1991,110.1919318
23/07/1991,110.4111521
24/07/1991,110.6188342
25/07/1991,110.3136236
26/07/1991,109.7765673
29/07/1991,109.6965433
30/07/1991,109.2469144
31/07/1991,109.6417227
1/8/1991,109.1836118
2/8/1991,108.9694549
5/8/1991,108.5437532
6/8/1991,108.5452688
7/8/1991,108.8236391
8/8/1991,108.4881129
9/8/1991,108.2081923
12/8/1991,108.3149443
13/08/1991,108.5021507
14/08/1991,108.3214312
15/08/1991,108.2698654
16/08/1991,107.802087
19/08/1991,108.0711567
20/08/1991,108.0599961
21/08/1991,108.1999187
22/08/1991,108.2695031
23/08/1991,108.742859
26/08/1991,108.345192
27/08/1991,108.8656868
28/08/1991,109.0888956
29/08/1991,109.3010951
30/08/1991,109.1178199
2/9/1991,109.0943173
3/9/1991,108.9055185
4/9/1991,108.4035913
5/9/1991,107.9431959
6/9/1991,107.7045946
9/9/1991,108.076243
10/9/1991,107.8688577
11/9/1991,108.2816748
12/9/1991,108.2670663
13/09/1991,108.3019958
16/09/1991,107.7734804
17/09/1991,108.0417331
18/09/1991,107.8128634
19/09/1991,107.3991849
20/09/1991,107.1187527
23/09/1991,107.2028944
24/09/1991,107.6926616
25/09/1991,107.6505052
26/09/1991,107.2868829
27/09/1991,107.2632672
30/09/1991,107.2137113
1/10/1991,106.9826313
2/10/1991,106.8871383
3/10/1991,106.9393163
4/10/1991,106.9996873
7/10/1991,106.9648975
8/10/1991,107.4067346
9/10/1991,107.0075439
10/10/1991,106.9272675
11/10/1991,106.3946504
14/10/1991,106.1410209
15/10/1991,106.3757747
16/10/1991,105.8796325
17/10/1991,106.0168458
18/10/1991,106.0770587
21/10/1991,106.4548318
22/10/1991,106.7331976
23/10/1991,106.4364798
24/10/1991,106.0261996
25/10/1991,105.6857421
28/10/1991,105.4347902
29/10/1991,104.9634459
30/10/1991,105.3268876
31/10/1991,105.0261989
1/11/1991,104.9538499
4/11/1991,104.534523
5/11/1991,105.0147951
6/11/1991,105.3734774
7/11/1991,105.8012937
8/11/1991,106.1493788
11/11/1991,106.3488215
12/11/1991,106.7778049
13/11/1991,106.8865531
14/11/1991,107.0826942
15/11/1991,107.4591601
18/11/1991,107.6440005
19/11/1991,108.0496987
20/11/1991,108.4089736
21/11/1991,108.8771079
22/11/1991,109.1583275
25/11/1991,109.4881512
26/11/1991,109.0511653
27/11/1991,109.3795065
28/11/1991,109.3965422
29/11/1991,109.8035027
2/12/1991,109.3402834
3/12/1991,109.3290543
4/12/1991,109.1841144
5/12/1991,109.6428654
6/12/1991,109.6908624
9/12/1991,109.3561106
10/12/1991,109.8559206
11/12/1991,109.5891693
12/12/1991,109.3999773
13/12/1991,109.6150394
16/12/1991,109.1537604
17/12/1991,109.0096078
18/12/1991,109.3640125
19/12/1991,109.248646
20/12/1991,109.5404991
23/12/1991,109.5527525
24/12/1991,109.4444618
25/12/1991,109.9272261
26/12/1991,109.9922722
27/12/1991,109.4616232
30/12/1991,109.9660693
31/12/1991,110.1874473
1/1/1992,109.8724504
2/1/1992,109.9815944
3/1/1992,110.3194735
6/1/1992,110.3550405
7/1/1992,109.8741713
8/1/1992,109.33367
9/1/1992,109.7420532
10/1/1992,109.8458749
13/01/1992,109.9949688
14/01/1992,109.5137172
15/01/1992,109.699148
16/01/1992,110.0848835
17/01/1992,110.6228479
20/01/1992,111.1331297
21/01/1992,111.6587488
22/01/1992,111.6776769
23/01/1992,111.9123213
24/01/1992,112.5450136
27/01/1992,112.8015592
28/01/1992,112.926472
29/01/1992,114.2663122
30/01/1992,114.5497319
31/01/1992,114.6964072
3/2/1992,114.1236371
4/2/1992,114.5858788
5/2/1992,114.4067306
6/2/1992,113.8901924
7/2/1992,114.4346586
10/2/1992,114.1808522
11/2/1992,113.632574
12/2/1992,113.1149599
13/02/1992,113.456323
14/02/1992,113.7815444
17/02/1992,113.9523729
18/02/1992,114.1487202
19/02/1992,114.0120225
20/02/1992,113.727981
21/02/1992,114.0674133
24/02/1992,114.1542168
25/02/1992,114.5611275
26/02/1992,114.3394673
27/02/1992,114.3167946
28/02/1992,113.8726269
2/3/1992,114.3848481
3/3/1992,113.8804832
4/3/1992,113.3179973
5/3/1992,113.4813907
6/3/1992,113.2998015
9/3/1992,112.9433615
10/3/1992,112.5545165
11/3/1992,112.8199491
12/3/1992,113.2777384
13/03/1992,113.5286396
16/03/1992,114.0435383
17/03/1992,114.1521698
18/03/1992,114.614721
19/03/1992,114.8935777
20/03/1992,114.7689682
23/03/1992,114.8844348
24/03/1992,114.714936
25/03/1992,114.6267787
26/03/1992,114.8904518
27/03/1992,115.0546354
30/03/1992,114.5244654
31/03/1992,114.6808018
1/4/1992,115.0388177
2/4/1992,114.661478
3/4/1992,114.5158014
6/4/1992,114.919076
7/4/1992,115.1708326
8/4/1992,114.7393467
9/4/1992,114.6947693
10/4/1992,114.68458
13/04/1992,114.2809343
14/04/1992,113.8222303
15/04/1992,113.736393
16/04/1992,113.708908
17/04/1992,113.8822221
20/04/1992,113.4180058
21/04/1992,113.8646789
22/04/1992,113.4531412
23/04/1992,113.6727114
24/04/1992,113.8700931
27/04/1992,113.9259004
28/04/1992,113.5600149
29/04/1992,114.1123848
30/04/1992,114.5158984
1/5/1992,115.0767891
4/5/1992,115.470915
5/5/1992,115.867031
6/5/1992,115.9996799
7/5/1992,116.061873
8/5/1992,115.7099184
11/5/1992,116.2859553
12/5/1992,116.1842737
13/05/1992,116.5635278
14/05/1992,117.1402303
15/05/1992,117.3792615
18/05/1992,117.2540612
19/05/1992,116.7724696
20/05/1992,116.7067766
21/05/1992,116.9266216
22/05/1992,116.7957883
25/05/1992,117.2000481
26/05/1992,117.1580634
27/05/1992,117.6137943
28/05/1992,117.485431
29/05/1992,117.9432142
1/6/1992,117.7220108
2/6/1992,118.2018147
3/6/1992,118.5323179
4/6/1992,119.0356417
5/6/1992,119.1157109
8/6/1992,118.926906
9/6/1992,119.0864099
10/6/1992,118.5542799
11/6/1992,118.1154305
12/6/1992,118.3577672
15/06/1992,117.8662291
16/06/1992,118.4518021
17/06/1992,118.4935544
18/06/1992,118.957228
19/06/1992,119.1040062
22/06/1992,119.0710394
23/06/1992,118.6318536
24/06/1992,118.9729467
25/06/1992,119.2645019
26/06/1992,119.7807589
29/06/1992,120.2873352
30/06/1992,120.2336896
1/7/1992,120.511114
2/7/1992,120.0645048
3/7/1992,120.0820554
6/7/1992,119.7082705
7/7/1992,119.3029404
8/7/1992,119.2777174
9/7/1992,119.4599695
10/7/1992,119.5242546
13/07/1992,119.6001773
14/07/1992,133.3289493
15/07/1992,133.4452402
16/07/1992,134.0529574
17/07/1992,134.0533183
20/07/1992,133.6220634
21/07/1992,133.6812913
22/07/1992,134.1684147
23/07/1992,134.5123564
24/07/1992,134.0996976
27/07/1992,133.9643311
28/07/1992,133.3228896
29/07/1992,133.8770898
30/07/1992,133.9099521
31/07/1992,133.4977779
3/8/1992,134.1628289
4/8/1992,134.3350635
5/8/1992,134.9005658
6/8/1992,135.1494037
7/8/1992,134.5967001
10/8/1992,134.6004627
11/8/1992,134.3818897
12/8/1992,134.6391064
13/08/1992,134.3724684
14/08/1992,134.5342643
17/08/1992,134.2155828
18/08/1992,133.6702108
19/08/1992,134.2150612
20/08/1992,134.6168234
21/08/1992,135.2700088
24/08/1992,135.6739087
25/08/1992,135.4877934
26/08/1992,135.8458949
27/08/1992,135.4007685
28/08/1992,135.7251879
31/08/1992,135.895202
1/9/1992,135.8368952
2/9/1992,136.505276
3/9/1992,136.543618
4/9/1992,136.315526
7/9/1992,136.2064631
8/9/1992,135.7282731
9/9/1992,135.1798841
10/9/1992,135.2236016
11/9/1992,135.8398427
14/09/1992,135.6846351
15/09/1992,135.1293035
16/09/1992,135.4623633
17/09/1992,135.5000731
18/09/1992,135.9970188
21/09/1992,135.3458132
22/09/1992,135.2545911
23/09/1992,134.7474587
24/09/1992,134.4027144
25/09/1992,134.7296774
28/09/1992,134.4307886
29/09/1992,133.9998838
30/09/1992,134.2094533
1/10/1992,134.8208268
2/10/1992,134.5621849
5/10/1992,134.4307017
6/10/1992,134.2038947
7/10/1992,133.7157861
8/10/1992,133.954868
9/10/1992,133.9762621
12/10/1992,133.816378
13/10/1992,134.0957965
14/10/1992,134.0631575
15/10/1992,134.4532408
16/10/1992,134.1090918
19/10/1992,133.9925356
20/10/1992,134.0941353
21/10/1992,134.0794807
22/10/1992,133.7242812
23/10/1992,133.3779364
26/10/1992,134.0381269
27/10/1992,134.124119
28/10/1992,134.2948887
29/10/1992,134.3967592
30/10/1992,134.9230598
2/11/1992,134.8531363
3/11/1992,134.7015638
4/11/1992,134.6208302
5/11/1992,134.7029268
6/11/1992,134.0306016
9/11/1992,133.4684944
10/11/1992,123.8835704
11/11/1992,133.9379917
12/11/1992,133.4347655
13/11/1992,133.2890102
16/11/1992,133.4901434
17/11/1992,133.7107025
18/11/1992,134.0556426
19/11/1992,133.4060936
20/11/1992,133.0039144
23/11/1992,133.2072318
24/11/1992,133.4512731
25/11/1992,133.6194327
26/11/1992,133.9847538
27/11/1992,134.5833215
30/11/1992,133.9171089
1/12/1992,134.4611022
2/12/1992,135.1125262
3/12/1992,135.1128686
4/12/1992,134.4808684
7/12/1992,134.9397884
8/12/1992,134.3600695
9/12/1992,134.8545683
10/12/1992,134.8615186
11/12/1992,134.6917334
14/12/1992,134.4132366
15/12/1992,134.5748453
16/12/1992,134.8380628
17/12/1992,134.8526395
18/12/1992,134.6422053
21/12/1992,135.2245326
22/12/1992,135.6518353
23/12/1992,135.6916854
24/12/1992,136.1460957
25/12/1992,136.7532083
28/12/1992,136.1208532
29/12/1992,136.3862213
30/12/1992,136.5512627
31/12/1992,136.8785032
1/1/1993,137.2293888
4/1/1993,137.0514725
5/1/1993,136.9377346
6/1/1993,137.1701933
7/1/1993,136.749405
8/1/1993,136.92025
11/1/1993,137.1033526
12/1/1993,136.5426786
13/01/1993,137.1095385
14/01/1993,137.6469641
15/01/1993,137.151647
18/01/1993,136.8664648
19/01/1993,136.6458762
20/01/1993,136.321985
21/01/1993,135.7023815
22/01/1993,136.2037859
25/01/1993,136.1035234
26/01/1993,136.5935734
27/01/1993,137.1792308
28/01/1993,137.7664461
29/01/1993,138.1332643
1/2/1993,138.5754886
2/2/1993,139.4906686
3/2/1993,140.1936368
4/2/1993,140.8756764
5/2/1993,141.4121299
8/2/1993,141.3172264
9/2/1993,141.6727571
10/2/1993,141.2736838
11/2/1993,141.3250893
12/2/1993,141.9843293
15/02/1993,142.3979638
16/02/1993,142.5163806
17/02/1993,141.9406858
18/02/1993,141.6847407
19/02/1993,141.4383275
22/02/1993,141.4928657
23/02/1993,142.0509941
24/02/1993,141.3998865
25/02/1993,141.248231
26/02/1993,140.7362773
1/3/1993,141.1609619
2/3/1993,140.6417035
3/3/1993,141.0682083
4/3/1993,141.2558551
5/3/1993,140.6966703
8/3/1993,141.2189062
9/3/1993,140.8375062
10/3/1993,140.5118619
11/3/1993,140.7374738
12/3/1993,141.1995218
15/03/1993,141.3388519
16/03/1993,140.7244189
17/03/1993,155.8201696
18/03/1993,152.5140304
19/03/1993,152.1710413
22/03/1993,152.275249
23/03/1993,151.8533433
24/03/1993,152.1205674
25/03/1993,151.8234294
26/03/1993,151.2385028
29/03/1993,151.6039339
30/03/1993,152.0102534
31/03/1993,151.7491712
1/4/1993,151.6790778
2/4/1993,152.3633389
5/4/1993,152.8915804
6/4/1993,153.1840358
7/4/1993,152.4242781
8/4/1993,152.0995618
9/4/1993,152.2142565
12/4/1993,151.6848696
13/04/1993,152.4386774
14/04/1993,152.7437299
15/04/1993,152.5846209
16/04/1993,152.2920025
19/04/1993,151.7194135
20/04/1993,152.2031367
21/04/1993,152.1184068
22/04/1993,152.4028403
23/04/1993,152.9802182
26/04/1993,153.3835791
27/04/1993,152.6367749
28/04/1993,153.3929673
29/04/1993,153.9805099
30/04/1993,154.6906305
3/5/1993,155.4520598
4/5/1993,155.7516424
5/5/1993,156.0988897
6/5/1993,156.2649787
7/5/1993,156.5323561
10/5/1993,156.0348466
11/5/1993,156.3857199
12/5/1993,155.730799
13/05/1993,156.161626
14/05/1993,156.4015144
17/05/1993,157.0927798
18/05/1993,157.0110385
19/05/1993,157.5907505
20/05/1993,157.3390114
21/05/1993,157.9031866
24/05/1993,158.3682194
25/05/1993,159.0177246
26/05/1993,158.2679205
27/05/1993,157.5714167
28/05/1993,157.659915
31/05/1993,157.1414497
1/6/1993,157.1781545
2/6/1993,156.5047071
3/6/1993,156.5578154
4/6/1993,156.6501834
7/6/1993,156.2025727
8/6/1993,156.073048
9/6/1993,156.4799288
10/6/1993,155.9539122
11/6/1993,156.1140697
14/06/1993,155.9303847
15/06/1993,155.3167713
16/06/1993,155.7970687
17/06/1993,156.2727676
18/06/1993,156.15312
21/06/1993,156.2898773
22/06/1993,155.9292436
23/06/1993,155.648845
24/06/1993,156.0621325
25/06/1993,155.4893723
28/06/1993,155.4187248
29/06/1993,155.3377515
30/06/1993,154.9508999
1/7/1993,154.36693
2/7/1993,153.8889753
5/7/1993,153.2317173
6/7/1993,153.7224885
7/7/1993,153.0271345
8/7/1993,153.4856035
9/7/1993,153.6329991
12/7/1993,154.3678836
13/07/1993,153.6259446
14/07/1993,152.9980162
15/07/1993,153.2762734
16/07/1993,153.5906066
19/07/1993,153.1214461
20/07/1993,153.4192547
21/07/1993,154.1424575
22/07/1993,154.7310168
23/07/1993,155.3844511
26/07/1993,155.1666642
27/07/1993,155.8803409
28/07/1993,155.7036555
29/07/1993,154.9566052
30/07/1993,155.5818971
2/8/1993,155.5567467
3/8/1993,155.4209203
4/8/1993,156.1126286
5/8/1993,155.6881156
6/8/1993,155.3050017
9/8/1993,154.8982328
10/8/1993,154.5164786
11/8/1993,154.3155865
12/8/1993,154.6287278
13/08/1993,154.6007294
16/08/1993,154.5347584
17/08/1993,154.819929
18/08/1993,154.8590446
19/08/1993,154.6183032
20/08/1993,155.1606518
23/08/1993,154.6071646
24/08/1993,154.146516
25/08/1993,153.3866586
26/08/1993,153.8419204
27/08/1993,154.3391172
30/08/1993,154.3218161
31/08/1993,154.002224
1/9/1993,153.3397256
2/9/1993,152.6480098
3/9/1993,152.7197089
6/9/1993,152.3866792
7/9/1993,152.4387959
8/9/1993,152.6936462
9/9/1993,152.9678081
10/9/1993,152.394541
13/09/1993,151.8414182
14/09/1993,152.0848428
15/09/1993,152.7675573
16/09/1993,152.6476574
17/09/1993,152.0723845
20/09/1993,152.4855905
21/09/1993,152.7036612
22/09/1993,152.7281887
23/09/1993,152.2996092
24/09/1993,152.1024084
27/09/1993,151.853101
28/09/1993,151.1728573
29/09/1993,150.9801031
30/09/1993,151.6862455
1/10/1993,151.0181126
4/10/1993,150.417905
5/10/1993,150.8866452
6/10/1993,150.2036842
7/10/1993,149.8820757
8/10/1993,150.2572174
11/10/1993,150.981053
12/10/1993,151.2069499
13/10/1993,150.9799636
14/10/1993,150.6777106
15/10/1993,150.356895
18/10/1993,150.2100923
19/10/1993,150.7173875
20/10/1993,150.2925856
21/10/1993,150.5728795
22/10/1993,150.5472137
25/10/1993,150.5620537
26/10/1993,151.1957867
27/10/1993,150.7693924
28/10/1993,150.7450312
29/10/1993,150.3557209
1/11/1993,150.3765944
2/11/1993,150.8834104
3/11/1993,151.5030756
4/11/1993,151.78605
5/11/1993,151.6670107
8/11/1993,152.0086721
10/11/1993,450.25678
